ENTP,ESTJ,2
ISFP,INFP,1
ISFP,ENFP,1
ISFP,INFJ,1
ISFP,ENFJ,5
ISFP,INTJ,3
ISFP,ENTJ,3
ISFP,INTP,3
ISFP,ENTP,3
ISFP,ISFP,2
ISFP,ESFP,2
ISFP,ISTP,2
ISFP,ESTP,2
ISFP,ISFJ,3
ISFP,ESFJ,5
ISFP,ISTJ,3
ISFP,ESTJ,5
ESFP,INFP,1
ESFP,ENFP,1
ESFP,INFJ,1
ESFP,ENFJ,1
ESFP,INTJ,3
ESFP,ENTJ,3
ESFP,INTP,3
ESFP,ENTP,3
ESFP,ISFP,2
ESFP,ESFP,2
ESFP,ISTP,2
ESFP,ESTP,2
ESFP,ISFJ,5
ESFP,ESFJ,3
ESFP,ISTJ,5
ESFP,ESTJ,3
ISTP,INFP,1
ISTP,ENFP,1
ISTP,INFJ,1
ISTP,ENFJ,1
ISTP,INTJ,3
ISTP,ENTJ,3
ISTP,INTP,3
ISTP,ENTP,3
ISTP,ISFP,2
ISTP,ESFP,2
ISTP,ISTP,2
ISTP,ESTP,2
ISTP,ISFJ,3
ISTP,ESFJ,5
ISTP,ISTJ,3
ISTP,ESTJ,5
ESTP,INFP,1
ESTP,ENFP,1
ESTP,INFJ,1
ESTP,ENFJ,1
ESTP,INTJ,3
ESTP,ENTJ,3
ESTP,INTP,3
ESTP,ENTP,3
ESTP,ISFP,2
ESTP,ESFP,2
ESTP,ISTP,2
ESTP,ESTP,2
ESTP,ISFJ,5
ESTP,ESFJ,3
ESTP,ISTJ,5
ESTP,ESTJ,3
ISFJ,INFP,1
ISFJ,ENFP,1
ISFJ,INFJ,1
ISFJ,ENFJ,1
ISFJ,INTJ,2
ISFJ,ENTJ,3
ISFJ,INTP,2
ISFJ,ENTP,2
ISFJ,ISFP,3
ISFJ,ESFP,5
ISFJ,ISTP,3
ISFJ,ESTP,5
ISFJ,ISFJ,4
ISFJ,ESFJ,4
ISFJ,ISTJ,4
ISFJ,ESTJ,4
ESFJ,INFP,1
ESFJ,ENFP,1
ESFJ,INFJ,1
ESFJ,ENFJ,1
ESFJ,INTJ,2
ESFJ,ENTJ,3
ESFJ,INTP,2
ESFJ,ENTP,2
ESFJ,ISFP,5
ESFJ,ESFP,3
ESFJ,ISTP,5
ESFJ,ESTP,3
ESFJ,ISFJ,4
ESFJ,ESFJ,4
ESFJ,ISTJ,4
ESFJ,ESTJ,4
ISTJ,INFP,1
ISTJ,ENFP,1
ISTJ,INFJ,1
ISTJ,ENFJ,1
ISTJ,INTJ,2
ISTJ,ENTJ,3
ISTJ,INTP,2
ISTJ,ENTP,2
ISTJ,ISFP,3
ISTJ,ESFP,5
ISTJ,ISTP,3
ISTJ,ESTP,5
ISTJ,ISFJ,4
ISTJ,ESFJ,4
ISTJ,ISTJ,4
ISTJ,ESTJ,4
ESTJ,INFP,1
ESTJ,ENFP,1
ESTJ,INFJ,1
ESTJ,ENFJ,1
ESTJ,INTJ,2
ESTJ,ENTJ,3
ESTJ,INTP,5
ESTJ,ENTP,2
ESTJ,ISFP,5
ESTJ,ESFP,3
ESTJ,ISTP,5
ESTJ,ESTP,3
ESTJ,ISFJ,4
ESTJ,ESFJ,4
ESTJ,ISTJ,4
ESTJ,ESTJ,4
