214,dummy,20190606,DDDD,dummy,Man,dummy,
215,dummy,20190606,DDDD,dummy,Woman,dummy,
216,dummy,20190606,DDDD,dummy,Man,dummy,
217,David Schwimmer,19661102,INFJ,USA,Man,Artist,I walk through the world as an observer of life and of people.
218,dummy,20190606,DDDD,dummy,Woman,dummy,
219,dummy,20190606,DDDD,dummy,Man,dummy,
220,dummy,20190606,DDDD,dummy,Woman,dummy,
221,dummy,20190606,DDDD,dummy,Man,dummy,
222,dummy,20190606,DDDD,dummy,Man,dummy,
223,dummy,20190606,DDDD,dummy,Woman,dummy,
224,dummy,20190606,DDDD,dummy,Man,dummy,
225,dummy,20190606,DDDD,dummy,Woman,dummy,
226,dummy,20190606,DDDD,dummy,Man,dummy,
227,dummy,20190606,DDDD,dummy,Man,dummy,
228,dummy,20190606,DDDD,dummy,Woman,dummy,
229,dummy,20190606,DDDD,dummy,Man,dummy,
230,dummy,20190606,DDDD,dummy,Woman,dummy,
231,dummy,20190606,DDDD,dummy,Man,dummy,
232,dummy,20190606,DDDD,dummy,Woman,dummy,
233,dummy,20190606,DDDD,dummy,Woman,dummy,
234,dummy,20190606,DDDD,dummy,Man,dummy,
235,dummy,20190606,DDDD,dummy,Woman,dummy,
236,dummy,20190606,DDDD,dummy,Woman,dummy,
237,dummy,20190606,DDDD,dummy,Man,dummy,
238,dummy,20190606,DDDD,dummy,Man,dummy,
239,dummy,20190606,DDDD,dummy,Man,dummy,
240,dummy,20190606,DDDD,dummy,Woman,dummy,
241,dummy,20190606,DDDD,dummy,Woman,dummy,
242,dummy,20190606,DDDD,dummy,Woman,dummy,
243,dummy,20190606,DDDD,dummy,Woman,dummy,
244,dummy,20190606,DDDD,dummy,Woman,dummy,
245,dummy,20190606,DDDD,dummy,Woman,dummy,
246,Karl Pilkington,19720923,ISTP,UK,Man,Broadcaster,I've never been too bothered about what other people think.
247,dummy,20190606,DDDD,dummy,Woman,dummy,
248,dummy,20190606,DDDD,dummy,Man,dummy,
249,dummy,20190606,DDDD,dummy,Woman,dummy,
250,dummy,20190606,DDDD,dummy,Man,dummy,
251,dummy,20190606,DDDD,dummy,Woman,dummy,
252,dummy,20190606,DDDD,dummy,Woman,dummy,
253,dummy,20190606,DDDD,dummy,Man,dummy,
254,dummy,20190606,DDDD,dummy,Woman,dummy,
255,dummy,20190606,DDDD,dummy,Woman,dummy,
256,dummy,20190606,DDDD,dummy,Woman,dummy,
257,dummy,20190606,DDDD,dummy,Man,dummy,
258,dummy,20190606,DDDD,dummy,Woman,dummy,
259,dummy,20190606,DDDD,dummy,Man,dummy,
260,dummy,20190606,DDDD,dummy,Woman,dummy,
261,dummy,20190606,DDDD,dummy,Man,dummy,
262,dummy,20190606,DDDD,dummy,Man,dummy,
263,dummy,20190606,DDDD,dummy,Woman,dummy,
264,dummy,20190606,DDDD,dummy,Man,dummy,
265,dummy,20190606,DDDD,dummy,Man,dummy,
266,dummy,20190606,DDDD,dummy,Woman,dummy,
267,dummy,20190606,DDDD,dummy,Man,dummy,
268,dummy,20190606,DDDD,dummy,Woman,dummy,
269,dummy,20190606,DDDD,dummy,Woman,dummy,
270,dummy,20190606,DDDD,dummy,Woman,dummy,
271,dummy,20190606,DDDD,dummy,Man,dummy,
272,dummy,20190606,DDDD,dummy,Woman,dummy,
273,dummy,20190606,DDDD,dummy,Woman,dummy,
274,dummy,20190606,DDDD,dummy,Woman,dummy,
275,dummy,20190606,DDDD,dummy,Woman,dummy,
276,dummy,20190606,DDDD,dummy,Woman,dummy,
277,dummy,20190606,DDDD,dummy,Man,dummy,
278,Louis C.K.,19670912,INFP,USA,Man,Artist,"With movies, [what] I really loved [was] moments and tones and feelings in a scene, and I loved creating those."
279,dummy,20190606,DDDD,dummy,Man,dummy,
280,dummy,20190606,DDDD,dummy,Woman,dummy,
281,dummy,20190606,DDDD,dummy,Man,dummy,
282,dummy,20190606,DDDD,dummy,Man,dummy,
283,dummy,20190606,DDDD,dummy,Man,dummy,
284,dummy,20190606,DDDD,dummy,Man,dummy,
285,dummy,20190606,DDDD,dummy,Man,dummy,
286,dummy,20190606,DDDD,dummy,Man,dummy,
287,dummy,20190606,DDDD,dummy,Man,dummy,
288,dummy,20190606,DDDD,dummy,Man,dummy,
289,dummy,20190606,DDDD,dummy,Man,dummy,
290,dummy,20190606,DDDD,dummy,Woman,dummy,
291,dummy,20190606,DDDD,dummy,Woman,dummy,
292,dummy,20190606,DDDD,dummy,Man,dummy,
293,dummy,20190606,DDDD,dummy,Woman,dummy,
294,dummy,20190606,DDDD,dummy,Woman,dummy,
295,dummy,20190606,DDDD,dummy,Woman,dummy,
296,dummy,20190606,DDDD,dummy,Man,dummy,
297,Hugh Laurie,19590611,INFP,UK,Man,Artist,I dread any competitiveness. I find it completely inhibiting.
298,dummy,20190606,DDDD,dummy,Woman,dummy,
299,dummy,20190606,DDDD,dummy,Woman,dummy,
300,dummy,20190606,DDDD,dummy,Man,dummy,
301,dummy,20190606,DDDD,dummy,Man,dummy,
302,dummy,20190606,DDDD,dummy,Man,dummy,
303,dummy,20190606,DDDD,dummy,Woman,dummy,
304,dummy,20190606,DDDD,dummy,Woman,dummy,
305,dummy,20190606,DDDD,dummy,Man,dummy,
306,Anna Wintour,19491103,ESTP,UK,Woman,Author,"If a woman feels bad about herself [because she's comparing herself with models], then there's something more seriously wrong with that woman than the fashion industry."
307,dummy,20190606,DDDD,dummy,Man,dummy,
308,David Hyde Pierce,19590403,ENTP,USA,Man,Artist,Never believe anything that anyone tells you. [This advice is] not as cynical as it sounds; it's just that ... you can't take things at face value.
309,dummy,20190606,DDDD,dummy,Man,dummy,
310,dummy,20190606,DDDD,dummy,Man,dummy,
311,dummy,20190606,DDDD,dummy,Man,dummy,
312,dummy,20190606,DDDD,dummy,Woman,dummy,
313,dummy,20190606,DDDD,dummy,Woman,dummy,
314,dummy,20190606,DDDD,dummy,Man,dummy,
315,dummy,20190606,DDDD,dummy,Man,dummy,
316,dummy,20190606,DDDD,dummy,Woman,dummy,
317,dummy,20190606,DDDD,dummy,Man,dummy,
318,dummy,20190606,DDDD,dummy,Woman,dummy,
319,dummy,20190606,DDDD,dummy,Woman,dummy,
320,dummy,20190606,DDDD,dummy,Man,dummy,
321,dummy,20190606,DDDD,dummy,Woman,dummy,
322,dummy,20190606,DDDD,dummy,Man,dummy,
323,dummy,20190606,DDDD,dummy,Woman,dummy,
324,dummy,20190606,DDDD,dummy,Man,dummy,
325,dummy,20190606,DDDD,dummy,Man,dummy,
326,dummy,20190606,DDDD,dummy,Woman,dummy,
327,dummy,20190606,DDDD,dummy,Woman,dummy,
328,dummy,20190606,DDDD,dummy,Woman,dummy,
329,dummy,20190606,DDDD,dummy,Woman,dummy,
330,dummy,20190606,DDDD,dummy,Man,dummy,
331,dummy,20190606,DDDD,dummy,Man,dummy,
332,dummy,20190606,DDDD,dummy,Man,dummy,
333,Calvin Coolidge,18720704,ISTJ,USA,Man,Politician,The right thing to do never requires any subterfuges; it is always simple and direct.
334,dummy,20190606,DDDD,dummy,Man,dummy,
335,dummy,20190606,DDDD,dummy,Woman,dummy,
336,dummy,20190606,DDDD,dummy,Woman,dummy,
337,dummy,20190606,DDDD,dummy,Man,dummy,
338,dummy,20190606,DDDD,dummy,Man,dummy,
339,dummy,20190606,DDDD,dummy,Woman,dummy,
340,dummy,20190606,DDDD,dummy,Man,dummy,
341,dummy,20190606,DDDD,dummy,Woman,dummy,
342,dummy,20190606,DDDD,dummy,Man,dummy,
343,dummy,20190606,DDDD,dummy,Woman,dummy,
344,dummy,20190606,DDDD,dummy,Man,dummy,
345,dummy,20190606,DDDD,dummy,Man,dummy,
346,dummy,20190606,DDDD,dummy,Woman,dummy,
347,dummy,20190606,DDDD,dummy,Man,dummy,
348,dummy,20190606,DDDD,dummy,Man,dummy,
349,dummy,20190606,DDDD,dummy,Man,dummy,
350,dummy,20190606,DDDD,dummy,Woman,dummy,
351,dummy,20190606,DDDD,dummy,Woman,dummy,
352,dummy,20190606,DDDD,dummy,Man,dummy,
353,Alexander Hamilton,17550111,ENTJ,USA,Man,Politician,A nation that prefers disgrace to danger is prepared for a master and deserves one.
354,dummy,20190606,DDDD,dummy,Man,dummy,
355,dummy,20190606,DDDD,dummy,Man,dummy,
356,dummy,20190606,DDDD,dummy,Man,dummy,
357,dummy,20190606,DDDD,dummy,Man,dummy,
358,dummy,20190606,DDDD,dummy,Man,dummy,
359,dummy,20190606,DDDD,dummy,Woman,dummy,
360,dummy,20190606,DDDD,dummy,Woman,dummy,
361,dummy,20190606,DDDD,dummy,Woman,dummy,
362,dummy,20190606,DDDD,dummy,Man,dummy,
363,dummy,20190606,DDDD,dummy,Man,dummy,
364,Tori Amos,19630822,INFP,USA,Woman,Artist,I think you have to know who you are. Get to know the monster that lives in your soul. Dive deep into your soul and explore it.
365,dummy,20190606,DDDD,dummy,Woman,dummy,
366,dummy,20190606,DDDD,dummy,Man,dummy,
367,dummy,20190606,DDDD,dummy,Woman,dummy,
368,dummy,20190606,DDDD,dummy,Man,dummy,
369,dummy,20190606,DDDD,dummy,Woman,dummy,
370,dummy,20190606,DDDD,dummy,Woman,dummy,
371,dummy,20190606,DDDD,dummy,Man,dummy,
372,dummy,20190606,DDDD,dummy,Woman,dummy,
373,dummy,20190606,DDDD,dummy,Man,dummy,
374,dummy,20190606,DDDD,dummy,Man,dummy,
375,dummy,20190606,DDDD,dummy,Man,dummy,
376,dummy,20190606,DDDD,dummy,Man,dummy,
377,Ricky Gervais,19610625,ENFP,UK,Man,Artist,"I never had a plan. I just sort of ambled along, doing exactly what I wanted every day of my life."
378,dummy,20190606,DDDD,dummy,Man,dummy,
379,dummy,20190606,DDDD,dummy,Woman,dummy,
380,dummy,20190606,DDDD,dummy,Woman,dummy,
381,dummy,20190606,DDDD,dummy,Man,dummy,
382,dummy,20190606,DDDD,dummy,Woman,dummy,
383,dummy,20190606,DDDD,dummy,Woman,dummy,
384,dummy,20190606,DDDD,dummy,Man,dummy,
385,dummy,20190606,DDDD,dummy,Woman,dummy,
386,dummy,20190606,DDDD,dummy,Man,dummy,
387,dummy,20190606,DDDD,dummy,Man,dummy,
388,dummy,20190606,DDDD,dummy,Man,dummy,
389,dummy,20190606,DDDD,dummy,Man,dummy,
390,dummy,20190606,DDDD,dummy,Woman,dummy,
391,Christopher Hitchens,19490413,INTJ,UK,Man,Author,"Those who are determined to be 'offended' will discover a provocation somewhere. We cannot possibly adjust enough to please the fanatics, and it is degrading to make the attempt."
392,dummy,20190606,DDDD,dummy,Man,dummy,
393,dummy,20190606,DDDD,dummy,Woman,dummy,
394,dummy,20190606,DDDD,dummy,Woman,dummy,
395,dummy,20190606,DDDD,dummy,Woman,dummy,
396,Elon Musk,19710628,INTJ,RSA,Man,Businessman,"My career has been focused on finding practical, effective solutions to real-world problems."
397,John Locke,16320829,INTP,UK,Man,Scholar,To love truth for truth's sake is ... the seed-plot of all other virtues.
398,dummy,20190606,DDDD,dummy,Man,dummy,
399,dummy,20190606,DDDD,dummy,Man,dummy,
400,dummy,20190606,DDDD,dummy,Woman,dummy,
401,Oprah Winfrey,19540129,ENFJ,USA,Woman,Broadcaster,"You create your own reality by the way you think and therefore act. You cannot blame ... your circumstances, because you are not your circumstances. You are your possibilities."
402,dummy,20190606,DDDD,dummy,Man,dummy,
403,dummy,20190606,DDDD,dummy,Woman,dummy,
404,dummy,20190606,DDDD,dummy,Man,dummy,
405,Michelangelo,14750306,ESFP,Italy,Man,Artist,Be of good cheer and be diligent. ... Make the most of every opportunity.
406,dummy,20190606,DDDD,dummy,Woman,dummy,
407,dummy,20190606,DDDD,dummy,Man,dummy,
408,dummy,20190606,DDDD,dummy,Man,dummy,
409,dummy,20190606,DDDD,dummy,Man,dummy,
410,dummy,20190606,DDDD,dummy,Woman,dummy,
411,dummy,20190606,DDDD,dummy,Woman,dummy,
412,dummy,20190606,DDDD,dummy,Man,dummy,
413,dummy,20190606,DDDD,dummy,Man,dummy,
414,dummy,20190606,DDDD,dummy,Woman,dummy,
415,dummy,20190606,DDDD,dummy,Man,dummy,
416,dummy,20190606,DDDD,dummy,Woman,dummy,
417,Ernest Hemingway,18990721,ESTP,USA,Man,Author,"In order to write about life, you must first live it!"
418,Mark Zuckerberg,19840514,INTJ,USA,Man,Businessman,[I'm] going to change the world.
419,dummy,20190606,DDDD,dummy,Woman,dummy,
420,dummy,20190606,DDDD,dummy,Man,dummy,
421,dummy,20190606,DDDD,dummy,Man,dummy,
422,dummy,20190606,DDDD,dummy,Man,dummy,
423,dummy,20190606,DDDD,dummy,Woman,dummy,
424,Glenn Close,19470319,ESTP,USA,Woman,Artist,"[Women are criticized when they are] very strong and very direct. ... [Both] men and women like women who are a little bit more apologetic and feminine, rather than [women like me who] own their position and go for it."
425,dummy,20190606,DDDD,dummy,Man,dummy,
426,dummy,20190606,DDDD,dummy,Woman,dummy,
427,dummy,20190606,DDDD,dummy,Man,dummy,
428,dummy,20190606,DDDD,dummy,Man,dummy,
429,dummy,20190606,DDDD,dummy,Woman,dummy,
430,Franklin D. Roosevelt,18820130,ESTP,USA,Man,Politician,We need to do things; not to talk about them.
431,dummy,20190606,DDDD,dummy,Woman,dummy,
432,dummy,20190606,DDDD,dummy,Man,dummy,
433,dummy,20190606,DDDD,dummy,Woman,dummy,
434,dummy,20190606,DDDD,dummy,Man,dummy,
435,dummy,20190606,DDDD,dummy,Man,dummy,
436,dummy,20190606,DDDD,dummy,Man,dummy,
437,dummy,20190606,DDDD,dummy,Man,dummy,
438,dummy,20190606,DDDD,dummy,Woman,dummy,
439,dummy,20190606,DDDD,dummy,Woman,dummy,
440,dummy,20190606,DDDD,dummy,Man,dummy,
441,dummy,20190606,DDDD,dummy,Woman,dummy,
442,dummy,20190606,DDDD,dummy,Woman,dummy,
443,dummy,20190606,DDDD,dummy,Man,dummy,
444,dummy,20190606,DDDD,dummy,Man,dummy,
445,dummy,20190606,DDDD,dummy,Man,dummy,
446,dummy,20190606,DDDD,dummy,Man,dummy,
447,dummy,20190606,DDDD,dummy,Woman,dummy,
448,dummy,20190606,DDDD,dummy,Woman,dummy,
449,dummy,20190606,DDDD,dummy,Woman,dummy,
450,dummy,20190606,DDDD,dummy,Woman,dummy,
451,dummy,20190606,DDDD,dummy,Man,dummy,
452,dummy,20190606,DDDD,dummy,Woman,dummy,
453,Jennifer Connelly,19701212,INFJ,USA,Woman,Artist,It's ... in my nature to [try to] understand why we are here and communicate with people.
454,dummy,20190606,DDDD,dummy,Woman,dummy,
455,dummy,20190606,DDDD,dummy,Woman,dummy,
456,dummy,20190606,DDDD,dummy,Woman,dummy,
457,dummy,20190606,DDDD,dummy,Woman,dummy,
458,dummy,20190606,DDDD,dummy,Man,dummy,
459,dummy,20190606,DDDD,dummy,Man,dummy,
460,Agatha Christie,18900915,INFJ,UK,Woman,Author,A woman who doesn't lie is a woman without imagination and without sympathy.
